epoch,train_loss,val_loss
1,0.6938891170317667,0.69255929477144
2,0.6933346641691107,0.6925357686411037
3,0.6933203538258871,0.6921955671640906
4,0.6929702507822137,0.692397137679676
5,0.6932203947452077,0.6916654127659184
6,0.6932695246579355,0.6917490386726832
7,0.6932178882130405,0.6922348324615176
8,0.69269163148445,0.6913589003062485
9,0.6926619128177041,0.6910282450147195
10,0.6925126774269238,0.6909430699773355
11,0.6923751548716897,0.689844018161887
12,0.6919690548327931,0.689984925312571
13,0.6918722809406749,0.6888210442986819
14,0.6917551985958166,0.6879510531331053
15,0.6913365021086576,0.6876904675275972
16,0.6906238898896334,0.6872135684041694
17,0.6917273067591483,0.6850144272983665
18,0.6908425113611054,0.6849251554744078
19,0.6892353557703788,0.6832771171437632
20,0.6886622550194723,0.6818667484982179
21,0.6884173133917022,0.6802589881538165
22,0.6872592547483611,0.6786710118303204
23,0.6856952487376698,0.6764878506707673
24,0.6837807768269589,0.672342298644604
25,0.6830469087550515,0.6730974635275284
26,0.6813971295691373,0.6690084349991071
27,0.6821306190992656,0.6692507137166391
28,0.6820116147660372,0.6648847053546717
29,0.6774911158963254,0.6639055438561015
30,0.6776176000896253,0.6631966522424528
31,0.6754053831100464,0.6588931302032849
32,0.6742586075213918,0.6556434531023007
33,0.6744265127600285,0.6552421775194678
34,0.6713513951552542,0.6532198332323886
35,0.671121753098672,0.6527181450683291
36,0.66844635156163,0.647335931806281
37,0.6673458019892374,0.6456652549233767
38,0.6662125399238185,0.6425531323593442
39,0.6666329565801119,0.6400694793993884
40,0.6633771595201994,0.6375465764857755
41,0.6659266080772668,0.6357881893025766
42,0.6618693052676686,0.6345081075583354
43,0.660576976182168,0.633322801920447
44,0.6587910568505003,0.6311139452575457
45,0.6578312704437658,0.6277099800581979
46,0.6569933295249939,0.6250979369229609
47,0.6572851862823754,0.6249963251670988
48,0.6554045217079029,0.6246446205837892
49,0.6593756058759856,0.625282622800015
50,0.6528779121867397,0.6175130239807733
51,0.6532229613839534,0.6170568666835823
52,0.6521118816576505,0.615621265208367
53,0.6497040882445219,0.6133335539610079
54,0.647947346955015,0.6094648607886664
55,0.6514524367817661,0.6087387334002127
56,0.6491934019222594,0.6071560229405318
57,0.6480162927978917,0.6134252117411925
58,0.6491062777084217,0.6047055921932258
59,0.6440650883473849,0.6026866754682938
60,0.6439064092803419,0.6049188658742621
61,0.6410540865178693,0.5993457259518085
62,0.643496599113732,0.597999913857715
63,0.6402070815103096,0.617776899644644
64,0.6481970025782,0.6004056706286893
65,0.6408088562781351,0.5960978039420477
66,0.6383412668579503,0.5911343735043365
67,0.6376459295289558,0.6124311148530186
68,0.6411337350544176,0.5914489479348211
69,0.6368978630032456,0.5911254788389301
70,0.6359930676326417,0.5870228757952699
71,0.6341485883060255,0.5977808402316405
72,0.6410940509093436,0.5908799537337652
73,0.6332066351907295,0.5848223567008972
74,0.632394390148029,0.5830190665651076
75,0.6315960256676925,0.5881930093954105
76,0.6305424853375083,0.5820348327702815
77,0.6309326803475096,0.5778612057761391
78,0.6302727774569863,0.5878329099995074
79,0.6304810308573539,0.5817319390797379
80,0.6310535669326782,0.5790820735515935
