epoch,train_loss,val_loss
1,0.6940333474086632,0.6939842104911804
2,0.6874481469335574,0.6662015976576969
3,0.6235778159768781,0.6383461904251713
4,0.5784341071709104,0.5977065539223024
5,0.5614311335106653,0.5649219429355928
6,0.5547051651692894,0.5783729618308188
7,0.5463656950134234,0.567598912222632
8,0.544366724774842,0.5882221049275892
9,0.542144041220042,0.5581701860345644
10,0.5432715207166726,0.6427297718908594
11,0.5369180681533106,0.5674072709576837
12,0.5295263398402941,0.5486827544097242
13,0.5327955850865393,0.650413153842948
14,0.5283911413324238,0.549228810373394
15,0.5307782729390487,0.5506076357145419
16,0.5312410187660237,0.5537397858055159
17,0.5315695142257847,0.5533626428965864
18,0.532443950707075,0.5484926197035559
19,0.5401887608428682,0.704392910688773
20,0.5396674284169252,0.5391757179950846
21,0.5288930190959499,0.5377604605137617
22,0.532136781240074,0.5362988223974732
23,0.5206837031754331,0.5489924615141989
24,0.5255485697961052,0.5355856130863058
25,0.5306631123798441,0.5492683220868824
26,0.5195177367537432,0.5370373020226928
27,0.5213280563848719,0.5935124950162296
28,0.5247440110470192,0.5489167653281113
29,0.5331531523209082,0.5874199144456579
30,0.5284026093728559,0.5584743098280895
31,0.5213672495467954,0.5744247162479094
32,0.5223393516420785,0.5324071539544512
33,0.5254746567951283,0.5340031310059559
34,0.5256372962101712,0.5908212175314453
35,0.5172574249735568,0.5605100132953161
36,0.5153062989981756,0.5782408594400034
37,0.5228229596000105,0.5877336328742148
38,0.5176618879831378,0.5895555930576105
39,0.5257366756674424,0.6003249174561994
40,0.5106566705081376,0.5562012322332667
41,0.5164472024675676,0.5400664261702833
42,0.5170947207294057,0.5771930008784107
