epoch,train_loss,val_loss,val_accuracy
1,1.834447867732578,1.5892982563018798,0.4346
2,1.6441230069478352,1.48466576461792,0.4748
3,1.5649099020640056,1.446792582321167,0.4918
4,1.516389263428582,1.4104497901916504,0.4912
5,1.481242227405972,1.387620181465149,0.5036
6,1.447220639928182,1.3562180295944213,0.5196
7,1.4264582383473714,1.3654482542037965,0.5112
8,1.4031659658855862,1.341729564666748,0.512
9,1.38355256752438,1.3226078868865967,0.5258
10,1.3698390946282282,1.312745962715149,0.523
11,1.3485462682935927,1.303845220565796,0.5362
12,1.336320068444146,1.3402236234664917,0.5192
13,1.3186964775509304,1.2997202354431152,0.5356
14,1.3139823464711506,1.29922037525177,0.5324
15,1.3072230980979072,1.2768179958343506,0.5436
16,1.284668119790819,1.2762273136138915,0.5448
17,1.2757620240105523,1.2826269971847535,0.5372
18,1.268302552456326,1.2767520847320557,0.535
19,1.2582328713946873,1.281007055091858,0.5418
20,1.2551480487187703,1.2855220867156982,0.545
