epoch,train_loss,val_loss
1,0.6734321225634621,0.6641145581486582
2,0.6174055937001163,0.6086231264574774
3,0.5793942098727312,0.5824344445919168
4,0.5678555467701933,0.5640879026774702
5,0.5491613314279815,0.5648250021468634
6,0.5445230350927319,0.5514310656607836
7,0.5379152909264235,0.5507149340092451
8,0.531055990616074,0.5505826007360699
9,0.529741321302131,0.5736335389230444
10,0.5376687421823096,0.5981510802247059
11,0.5281989045460206,0.5374648629248827
12,0.5264138090031226,0.5336497956993936
13,0.5247582479206192,0.5508211460606806
14,0.5258605862822374,0.5637458802639753
15,0.516974353576865,0.644708723857485
16,0.5331648098080969,0.5663844227105722
17,0.5172435728942647,0.5271116481430229
18,0.5252063490850541,0.5302713403756592
19,0.5234339897285032,0.5878326235146358
20,0.5139667963432839,0.5628177359186369
21,0.5208850358148365,0.5724905492930576
22,0.5167447961962132,0.5786333611641807
23,0.5154137691420972,0.5652371805974807
24,0.5243419385931986,0.5629246998792408
25,0.5181993968651423,0.5186895621919084
26,0.5244145334681587,0.5375517295009788
27,0.5100296290634233,0.5371425247740471
28,0.512199669161721,0.5521012198650974
29,0.5082299589653454,0.5556133971817192
30,0.512482818130337,0.578703556252622
31,0.5173270208451449,0.5468231617719278
32,0.5205463374514714,0.5337666266265957
33,0.5106068191016117,0.5328213257351141
34,0.512691839957786,0.5609503624768093
35,0.5121515827715549,0.5503496442032957
