epoch,train_loss,val_loss,val_accuracy
1,1.4593590803146361,1.2676753776550294,0.5392
2,1.0870880687289768,1.0073763889312743,0.6392
3,0.9219959995905558,0.9257788845062256,0.6712
4,0.807828128364351,0.8668245740890503,0.6962
5,0.7181912444220648,0.8643022711753845,0.6976
6,0.6435851625230578,0.8573488147735596,0.7056
7,0.5730678111818102,0.8575422374725342,0.7084
8,0.5153835041152106,0.9153154476165771,0.706
9,0.4605186482800378,0.9456416627883911,0.697
10,0.4139747637907664,0.9778706329345703,0.7068
11,0.3683916523191664,1.1061704372406005,0.6906
