epoch,train_loss,val_loss,val_accuracy
1,0.4024973201592763,0.2699691047906876,0.8854
2,0.30753898987240263,0.23824787681102752,0.9154
3,0.2712941544870536,0.1811267713069916,0.9278
4,0.2541554162343343,0.1699793239593506,0.9356
5,0.24165172866980233,0.3452216296195984,0.836
6,0.23000758339828914,0.1649393865942955,0.9362
7,0.2263017100320922,0.23702386565208436,0.9036
8,0.21727342918713888,0.23858578250408172,0.892
9,0.20935305854082106,0.19043757642507553,0.9152
10,0.20556988302469253,0.15026439580917358,0.9424
11,0.20201602090729606,0.26118408378362656,0.898
12,0.20032062906689113,0.1366462294459343,0.9472
13,0.19596116919120152,0.13049740467071533,0.9484
14,0.1956339314394527,0.12887313643693923,0.948
15,0.19496495097610686,0.1393760958790779,0.9422
16,0.19101959563096366,0.13528293561935426,0.9492
17,0.1903564569685194,0.20535360307693482,0.9096
18,0.18778060574796465,0.13592984619140625,0.9448
19,0.18943332322571013,0.20607765197753905,0.9276
20,0.186848807281918,0.12671726896762847,0.9504
21,0.18510659753084183,0.1280873517483473,0.9476
22,0.18571595909661717,0.16469496574401857,0.9372
23,0.18694294003778034,0.10593892925381661,0.9588
24,0.18367087281809913,0.14120929260849951,0.942
25,0.18350713208218417,0.15081697291135787,0.9474
26,0.18723121910095214,0.11794043861329556,0.9522
27,0.18148733981847764,0.14098340128064155,0.9458
28,0.17621379720369976,0.10655449346229434,0.9546
29,0.17812137114074494,0.1145818903207779,0.9586
30,0.17599161498679056,0.18238270128965378,0.9364
31,0.17424886998467976,0.2105028159379959,0.9228
32,0.17044641684889794,0.12203961744904518,0.9524
33,0.17435657547314962,0.11761996079683304,0.952
34,0.17230095884932412,0.1269727811932564,0.9448
35,0.1689541360616684,0.1662630466580391,0.9362
36,0.17247361300587655,0.18698122141361237,0.9322
37,0.17022544087436464,0.1147860341578722,0.9592
38,0.16878990152014625,0.12749549955129624,0.9498
39,0.17225648791790008,0.14957627195119857,0.9448
40,0.16529456349213917,0.10363873389959335,0.961
41,0.1635725342710813,0.11048357944041491,0.9558
42,0.16591049148639042,0.11750536805987358,0.9548
43,0.16607379363510344,0.11737882518172264,0.9564
44,0.1592137851940261,0.09552976651340724,0.9628
45,0.161311459449927,0.1111835779696703,0.9586
46,0.16121044719484118,0.11174415574744344,0.9556
47,0.16116526501046285,0.10068741211891175,0.9616
48,0.15710588392019273,0.1983287057250738,0.9236
49,0.15920088352031178,0.13199248215556145,0.9528
50,0.15525937722656463,0.08531642779745162,0.9696
51,0.15540613119469748,0.10545265341103077,0.9576
52,0.1507224135518074,0.1585142206788063,0.9322
53,0.14932860674990547,0.14607728177011012,0.9498
54,0.15141343445380528,0.117753553147614,0.9524
55,0.1489177872273657,0.11024582637101411,0.9546
56,0.14513972954882515,0.08330546677708625,0.9692
57,0.14571300479107432,0.08508765008747578,0.9644
58,0.14193474466933145,0.15055472727417946,0.9414
59,0.1437482402410772,0.09259712038934231,0.9632
60,0.14269681987696223,0.08686439459621906,0.967
61,0.1401843465904395,0.11902678444981575,0.9548
62,0.13965331310696072,0.10458631833493709,0.9612
63,0.13713093526098463,0.09732729589939118,0.959
64,0.13693211119969687,0.08105389480367303,0.9692
65,0.13089294558233686,0.09072570763081313,0.9644
66,0.132864193880558,0.10950444417595863,0.96
67,0.13222792223360805,0.0942503818795085,0.9648
68,0.13201355229086345,0.10021616262048483,0.9608
69,0.1274478721453084,0.11748952625691891,0.9514
70,0.12609713046418297,0.07435148604959249,0.9736
71,0.12115409095221095,0.09437478851377964,0.9668
72,0.12234771208034621,0.11056770007163286,0.9572
73,0.12058922924341427,0.08510126685779541,0.9644
74,0.11868115065428946,0.08162665518820286,0.968
75,0.11573758191068967,0.08147727142423392,0.9682
76,0.11468842385874854,0.0908121945798397,0.9672
77,0.11492751159932878,0.08440354455113411,0.969
78,0.11026849347419208,0.07181441935375332,0.9742
79,0.10748457150277164,0.12267518245279789,0.9532
80,0.10920047562817732,0.06565516087263823,0.9746
81,0.10627827232612504,0.06764833149909973,0.976
82,0.10344430886242124,0.08973996920380742,0.9658
83,0.10338017889724838,0.10529488333016634,0.9578
84,0.09823692357407676,0.06312566443905235,0.9768
85,0.09834815728962422,0.08345201489329337,0.9664
86,0.09532089241974884,0.0664302271893248,0.9734
87,0.0914365751920475,0.0689960339654237,0.9758
88,0.08886894930096136,0.06391229093968868,0.978
89,0.08868956525425116,0.07921145004406571,0.9684
90,0.08801655279994011,0.06255118991546332,0.9788
91,0.08486644790271917,0.05668373897466809,0.9808
92,0.07840445965876182,0.05335005084574222,0.9802
93,0.07964382783340083,0.052787369110435245,0.9804
94,0.07684138564815124,0.05494026082083583,0.98
95,0.07397286357118024,0.0597934212712571,0.9764
96,0.07089914465509355,0.04952489881636575,0.9812
97,0.06748335225813919,0.05353038060609251,0.978
98,0.06364182714985477,0.055442685079108926,0.98
99,0.06144833000583781,0.04724556893147528,0.9822
100,0.06136518160336547,0.04729955494534224,0.9822
101,0.0565163437206712,0.05021543553182855,0.9814
102,0.05608110277594792,0.04324944502012804,0.9846
103,0.053370982645286454,0.044891901549044995,0.9818
104,0.04949835103352865,0.04138075126409531,0.9846
105,0.04948370413763656,0.038092336884792896,0.9856
106,0.04299841022789478,0.04376744063256774,0.9828
107,0.04275399517060982,0.039376721429126335,0.986
108,0.03943465799830026,0.036547484609880485,0.986
109,0.036244194851567345,0.037955427303002214,0.986
110,0.03393325078039327,0.03718217008302454,0.9868
111,0.03191102913613948,0.03912349715027958,0.9878
112,0.02954143237322569,0.033983213500701825,0.9876
113,0.029033895745749275,0.03473977207405842,0.988
114,0.027390543243454562,0.03680932075016899,0.9882
115,0.027379614290579533,0.03500474585689371,0.9892
116,0.026321325173498028,0.034279924607288556,0.9874
117,0.02520712396138244,0.035881875217572086,0.9886
