epoch,train_loss,val_loss,val_accuracy
1,1.896943620385064,1.6600625728607177,0.4118
2,1.6983045253329807,1.527473391342163,0.4594
3,1.6230725623236761,1.4745629163742064,0.4754
4,1.580743169954088,1.4451621786117554,0.4864
5,1.5417307571834988,1.431315319442749,0.4862
6,1.513702674876319,1.403254623413086,0.4922
7,1.489059763314989,1.3962317611694335,0.5032
8,1.4701549683041042,1.3852651048660278,0.5034
9,1.4463464113447402,1.3573696922302245,0.5086
10,1.4301091229332819,1.3586158876419068,0.5166
11,1.40675757300059,1.3426957036972045,0.5232
12,1.3932619725121391,1.3170791536331177,0.5336
13,1.3828070088068645,1.3124349563598632,0.5326
14,1.3760824545966255,1.324300821685791,0.5286
15,1.364105457666185,1.2988589687347412,0.5322
