epoch,train_loss,val_loss
1,0.6930873240710678,0.7016327120791906
2,0.692716330156369,0.6958149534532394
3,0.691645380669653,0.6979754443826347
4,0.6918572037172714,0.6966981634326365
5,0.6920604753479008,0.6953478722736753
6,0.6917274993577983,0.695848149129714
7,0.6916126345718662,0.6959920587210819
8,0.691848919930095,0.695588577067715
9,0.6916022902868225,0.6962443268162081
10,0.691744929845716,0.6948111468348009
11,0.6917722893691719,0.6952837698761074
12,0.69149041637273,0.6967300032747203
13,0.691486801616061,0.6960740301800871
14,0.6917982127372073,0.6962203397147957
15,0.6915193407183188,0.6962605173560394
16,0.6916445203873872,0.6963912913168984
17,0.6918058902959524,0.69626352293738
18,0.6914929110349483,0.6969929289543766
19,0.6915868147015953,0.6969860511264582
20,0.6917543035246055,0.6950586732776686
