epoch,train_loss,val_loss,val_accuracy
1,1.402092810842726,1.0788482167243958,0.6084
2,1.0552294045342339,0.895557068157196,0.6806
3,0.9325888153923882,0.793174119758606,0.7252
4,0.8582759705119662,0.8369248076438904,0.7042
5,0.8011303954230414,0.771263170337677,0.727
6,0.7507402596261766,0.6898111207962037,0.754
7,0.7122760566737917,0.7381278384208679,0.7418
8,0.6887960559633043,0.6001907760620118,0.7922
9,0.6542269578297933,0.635492786026001,0.7744
10,0.6338199719005161,0.6830731364250183,0.7662
11,0.6156938083012898,0.5878794379234314,0.7922
12,0.5994506168524424,0.639050783586502,0.7802
13,0.5806802761978573,0.5719663863658905,0.8034
14,0.5699330350399018,0.5637651687860489,0.8004
15,0.5626770884990692,0.5863081910133362,0.7958
16,0.5500175666438208,0.5375955322146416,0.81
17,0.5404426921314663,0.5263439014196396,0.8142
18,0.5270216929117838,0.5393013922452926,0.811
19,0.5197976059701708,0.520483414363861,0.8216
20,0.5144865369081497,0.5714670976638794,0.803
21,0.510547542476654,0.4980597918510437,0.8258
22,0.49700926195515527,0.5352587327718735,0.8206
23,0.4866020776563221,0.5610626726984977,0.8146
24,0.4892754669136471,0.48262691724300383,0.8282
25,0.4762075003782908,0.4942950201511383,0.8372
26,0.4762391810946994,0.5198723855495453,0.8238
27,0.4737549565633138,0.499837362575531,0.8282
28,0.4636247052828471,0.4456578897118568,0.8496
29,0.4625467036512163,0.4931321843147278,0.832
30,0.4527061181598239,0.44838701658248903,0.8498
31,0.4517373528745439,0.5056437368988991,0.8354
32,0.4424551380925708,0.4488218013048172,0.8448
33,0.4422905225700802,0.4636079071044922,0.841
34,0.43389556969006854,0.49747890934944156,0.8286
35,0.432104788462321,0.5033432476997376,0.8288
36,0.4208464843802982,0.5278270324230194,0.8228
37,0.4139941043641832,0.4543059079706669,0.847
38,0.4139808798207177,0.5035270910263061,0.827
39,0.40624788649082183,0.4708762181997299,0.8412
40,0.40214552282757227,0.4399117832660675,0.8532
41,0.40098850480185616,0.4578223010778427,0.8408
42,0.3906270722601149,0.44812972300052645,0.8508
43,0.39006443246205647,0.43187424511909484,0.8528
44,0.3822482590172026,0.465475816822052,0.8414
45,0.3765698039213816,0.4256064677238464,0.861
46,0.3668320135646396,0.437326593875885,0.8484
47,0.36580844004419116,0.441655303812027,0.8504
48,0.35804105214012993,0.44998416451215745,0.8494
49,0.35330868379010094,0.46075299072265624,0.838
50,0.3496610807789697,0.4181378034710884,0.8558
51,0.3442087734407849,0.43236897604465485,0.8486
52,0.3339333313173718,0.43724798476696014,0.85
53,0.3304190259701676,0.4177561511397362,0.8574
54,0.3260682505051295,0.41014628784656526,0.8644
55,0.3178110807524787,0.4017391289234161,0.8658
56,0.3168853036377165,0.4301951655864716,0.8606
57,0.3064686683111721,0.4255427731990814,0.86
58,0.2988945140520732,0.4043723201751709,0.8672
59,0.2935970255772273,0.4095283081769943,0.8622
60,0.2877884139113956,0.38080307650566103,0.8722
61,0.28769605352083844,0.39801678721904754,0.8686
62,0.2781915465368165,0.37003728866577146,0.8736
63,0.26875612608061894,0.391994708776474,0.871
64,0.2695020722813076,0.37946802201271057,0.878
65,0.2586561020824644,0.36934764761924743,0.8768
66,0.25577679697473843,0.3940109700918198,0.872
67,0.24927787991629707,0.38115876836776735,0.871
68,0.24332102731863658,0.37689793450832365,0.8792
69,0.23986711016893386,0.37406911792755126,0.8774
70,0.23258597201108933,0.3636876932144165,0.8804
71,0.225675664390458,0.36179411194324496,0.8814
72,0.21878649209804005,0.3712803564071655,0.8798
73,0.21164818714592193,0.3665936860084534,0.8838
74,0.21349481413828003,0.3948747461795807,0.8742
75,0.20306850785546832,0.36509325819015503,0.8802
76,0.19541060571935442,0.36435771148204804,0.8786
77,0.19227057105633946,0.36168762533664706,0.8822
78,0.1882524405638377,0.3719753225207329,0.8808
79,0.18221723471879958,0.3601785828769207,0.8836
80,0.17848352444536156,0.35326341620087626,0.8852
81,0.17174696788258023,0.36432056963443754,0.886
82,0.1694237108985583,0.36988618509173393,0.886
83,0.16483377989795472,0.37269004625082014,0.8876
84,0.1598216403722763,0.36470298459231854,0.8878
85,0.15660864155689874,0.35675894494056704,0.8876
86,0.1507561808016565,0.35225579488277436,0.8876
87,0.15109347628884845,0.35320255518555643,0.8854
88,0.14945681315726705,0.3590751515030861,0.8866
89,0.14285742127994697,0.3503807392537594,0.889
90,0.14354163442320295,0.35395284478664396,0.8884
91,0.13784254707131122,0.3485224240720272,0.8902
92,0.1368583009256257,0.3513491098403931,0.8896
93,0.13954114519225227,0.34711306322813035,0.8902
94,0.13310167762041092,0.3507439672112465,0.8918
95,0.13155784139699406,0.35236402842998504,0.8912
96,0.1330437792048686,0.34889174147844315,0.8904
97,0.12754386599461237,0.35039512165784836,0.8892
98,0.1311862604022026,0.3502672980427742,0.8892
99,0.12713616845475303,0.3485672113001347,0.89
100,0.12865043659143977,0.35395961261987685,0.8924
