epoch,train_loss,val_loss
1,0.694416014820318,0.6917605843654898
2,0.6940167734436715,0.691305469634921
3,0.6933472352384982,0.6944928432619849
4,0.6934831019291345,0.6922537795332975
5,0.6930927583061548,0.6913355907728506
6,0.6933709644286228,0.6926510541938072
7,0.6930753440530628,0.6916190857111022
8,0.6930245625503298,0.691568628300068
9,0.6925527483051711,0.6900854055271592
10,0.6887412913542859,0.6853811893352243
11,0.6692250377520813,0.6446331670117933
12,0.6298388435503527,0.5953008560247199
13,0.5986457016869774,0.5636002435240635
14,0.5819787546232333,0.5573984148890473
15,0.567111338816434,0.6520006795262181
16,0.5848469036944532,0.5331585074579993
17,0.5693249199719795,0.5285060274046521
18,0.5765712218102984,0.5339556516602982
19,0.5510642623193346,0.5173255572485369
20,0.550972602843007,0.5098822040613308
21,0.5530421485279051,0.5362403413584066
22,0.5475788702881668,0.5178847867389058
23,0.5604636299756359,0.5075364383154137
24,0.5544974752362117,0.5115622642428376
25,0.5513444546540373,0.5097528169321459
26,0.5441423866193167,0.5088790183843568
27,0.5477185903094214,0.5043716645518015
28,0.5413918807631235,0.5113193108591922
29,0.5324287994820661,0.508988346471343
30,0.5341991710231873,0.5282502950623978
31,0.5332236596659125,0.5229823540809543
32,0.5381701192292496,0.5006986114867898
33,0.5637738009742801,0.5377588798833448
34,0.5464128846888238,0.5088115986003432
35,0.5347925495570364,0.5180941328059795
36,0.5494372000457242,0.5629733780095744
37,0.5400856470507602,0.5001896557419799
38,0.535065442304445,0.5418013278828111
39,0.5289615729379993,0.5076506020024766
40,0.544542375362789,0.49822836629180023
41,0.537806512079676,0.49685334812763127
42,0.5346207361285958,0.5431528320146162
43,0.5416361149701093,0.6572314057239267
44,0.5489592055800347,0.530933560327042
45,0.5367600563420566,0.5038501294546349
46,0.5377875475478681,0.5047469492568526
47,0.5293394781798221,0.517085823901864
48,0.5255659312644722,0.5119913033274717
49,0.54398009973699,0.5013841120309608
50,0.5331658398127694,0.5598354471284289
51,0.5310370493427717,0.49683140876681303
52,0.5318683786419917,0.532007995732995
53,0.5331605726707512,0.5059070954489153
54,0.5315652325354983,0.5056986677092176
55,0.5303972872939704,0.5165925129901531
56,0.534932263383102,0.6066831870134487
57,0.5410273940506253,0.563882882511893
58,0.5304334541149028,0.5899087183697279
59,0.5252069652349892,0.5035307545994603
60,0.5395906070804042,0.54677910028502
