epoch,train_loss,val_loss,val_accuracy
1,2.0552854552374944,1.7548029197692872,0.3978
2,1.7851175262875028,1.6908501724243163,0.4742
3,1.6002318549686008,1.4071591691970826,0.5958
4,1.4967913983662924,1.313860352897644,0.6438
5,1.4267624688572353,1.1872708599090576,0.7008
6,1.389696564356486,1.1058486956596374,0.7342
7,1.3628726913028293,1.0779401805877686,0.7458
8,1.334828534995185,1.1977342895507812,0.6934
9,1.3223273153940838,1.1732476756095886,0.7052
10,1.3089582528008354,1.0899973987579346,0.763
11,1.298869895553589,1.0857008804321289,0.7456
12,1.2896566763559978,1.006231341457367,0.7772
13,1.285181191052331,0.9823308658599853,0.8
14,1.2759195756700303,1.0696068303108215,0.7564
15,1.270166519440545,1.060687364387512,0.7668
16,1.2634465917799207,1.1056055507659912,0.7464
17,1.2599206399705676,1.0542417708396912,0.7684
18,1.2559694593217638,1.1586133630752564,0.719
19,1.2478646121766832,1.0876468751907349,0.7538
20,1.2490352701187133,1.1292027056694032,0.7446
21,1.2457292015711467,1.0702511666297914,0.763
22,1.236241683684455,1.1138395649909973,0.741
23,1.232243799103631,1.0240605561256408,0.7728
24,1.2342546329074435,0.962710192489624,0.8062
25,1.225233884387546,1.1214137524604797,0.7378
26,1.2205408612781101,0.9777775661468506,0.7988
27,1.2156842048433092,1.0818686383247376,0.753
28,1.2180207118564181,0.9991032119750977,0.7812
29,1.2151867585923937,1.0229008381843567,0.7776
30,1.2131647521972657,0.9795847994804382,0.7964
31,1.2040958525763619,0.9952530731201172,0.7904
32,1.205451905632019,1.0388174812316895,0.77
33,1.2018863703833687,0.9681567885398865,0.801
34,1.1906316262774996,0.9506961166381835,0.8066
35,1.196378008249071,1.0276037660598756,0.7734
36,1.1925734800974528,0.9680379621505737,0.7958
37,1.1831778735690646,0.9913052734375,0.7904
38,1.1834948773490057,1.031093146800995,0.766
39,1.1810730638504028,0.8783401634216309,0.8404
40,1.1752685273488364,0.9466758272171021,0.8124
41,1.1767768020841811,0.9936372009277343,0.7878
42,1.1691545876820881,0.9456966687202454,0.8046
43,1.1616809704674615,0.9509487096786499,0.8158
44,1.1627705464257134,0.9334731008529663,0.816
45,1.1541721480899387,0.9598568627357483,0.8042
46,1.1492273054122926,1.0851647016525268,0.7486
47,1.155508611954583,0.9759202274322509,0.7938
48,1.1432292175504897,0.8978212803840637,0.8282
49,1.1441424395667181,0.9164342878341675,0.8204
50,1.1416851455476549,0.934207793045044,0.8112
51,1.1361625419616699,0.9437887163162232,0.812
52,1.1295133338504368,0.8948633989334106,0.833
53,1.125487701204088,0.9114865614891052,0.8214
54,1.1235846417744955,1.0034821409225463,0.7866
55,1.1186606138653226,0.9422030625343323,0.8048
56,1.119708182027605,0.9336982462882996,0.808
57,1.107066951444414,0.906287068271637,0.8258
58,1.105100300555759,0.8479683836936951,0.856
59,1.1033355413966708,0.8929901255607605,0.8326
60,1.0949042164696587,0.8875190391540527,0.8336
61,1.0925095630433825,0.84418182888031,0.8502
62,1.0887223390579224,0.8458045128822327,0.848
63,1.0800419430414836,0.8903545132637024,0.8312
64,1.0798676359388564,0.8353765735626221,0.8602
65,1.0701173888312445,0.8856771535873413,0.8358
66,1.0637971457375421,0.8208140774726868,0.8636
67,1.0622503406100803,0.9121494068145752,0.8238
68,1.059656286854214,0.8368034792900085,0.856
69,1.0473414109971788,0.8303180329322815,0.8616
70,1.0427738386789958,0.8402561440467834,0.849
71,1.0422376610438029,0.8435600468635559,0.8544
72,1.0320603743977017,0.8598777302742004,0.8396
73,1.0257571318096586,0.8240586954116821,0.8648
74,1.0184531955718994,0.7880795295715332,0.8762
75,1.0104620103412205,0.7899901639938355,0.8742
76,1.0098639902326796,0.8012796790122986,0.8702
77,0.9997033170276218,0.776919019317627,0.8804
78,0.9997804259618124,0.7734171563148499,0.8848
79,0.9904349038653903,0.7533275939941406,0.8918
80,0.9870322655783759,0.8241096536636352,0.8622
81,0.9812165393193563,0.7985473155021667,0.8702
82,0.9703924684312608,0.7814785429000854,0.874
83,0.9600220421473186,0.7581584682464599,0.8894
84,0.9611692533916897,0.7544843473434448,0.8864
85,0.9564334208488464,0.7305784090995788,0.9036
86,0.9483092689726088,0.7525518312454224,0.8958
87,0.9350208455827501,0.7412338464736938,0.8944
88,0.9320469576305813,0.725693305015564,0.9036
89,0.925057831425137,0.7483075653076172,0.8942
90,0.916877249124315,0.7365465838432312,0.8976
91,0.907705470805698,0.7074432530403137,0.9102
92,0.9003913914574517,0.7073653547286988,0.9152
93,0.8907398156483968,0.7002726400375366,0.915
94,0.8820298318650988,0.7064611004829406,0.9126
95,0.8759960542996724,0.6891178525924683,0.918
96,0.8689489681561788,0.6965912749290466,0.9172
97,0.8641026801109314,0.6841199749946594,0.9212
98,0.8521918193393283,0.6799096349716186,0.9216
99,0.8409651211632623,0.678063423538208,0.9214
100,0.8386116806560092,0.6822618959426879,0.9218
101,0.8332360164642334,0.6815608214378357,0.9206
102,0.8209580737431844,0.6576143290519715,0.9338
103,0.8119665992736816,0.6697413352966308,0.9262
104,0.80131079565684,0.6515532816886902,0.9324
105,0.7915702539867825,0.6509644177436829,0.9358
106,0.7877165506150987,0.6485081764221191,0.9334
107,0.7757025868097941,0.6448285926818847,0.9376
108,0.7713155839072333,0.6463352873802185,0.9372
109,0.766754364628262,0.6412771559715271,0.9384
110,0.7551435713662041,0.6395837684631348,0.9388
111,0.753080126508077,0.6368397975921631,0.943
112,0.7502442753897773,0.633455368423462,0.9412
113,0.7448588670200772,0.6369968475341797,0.9402
114,0.7389095097223918,0.6345177771568299,0.9432
115,0.7357230578316583,0.6299489744186402,0.9428
116,0.7368594464196099,0.6316075087547303,0.9422
117,0.7322308051639133,0.6290398802757263,0.94
118,0.7294490271462335,0.6314732210159302,0.943
119,0.7286085758950975,0.6293699502944946,0.9414
120,0.7270646274036832,0.6289478137016297,0.9424
