epoch,train_loss,val_loss,val_accuracy
1,1.5505922011057536,1.3221779649734497,0.5186
2,1.1780784747229682,1.1063061656951905,0.6008
3,1.0275314834382798,1.0265521033287048,0.6318
4,0.9317013759613038,0.9727224060058594,0.656
5,0.8582133111000061,0.9159461992263794,0.6826
6,0.8059267890824212,0.9259422840118409,0.6746
7,0.7626986210187277,0.912457817363739,0.6786
8,0.7260636629422506,0.8881092305183411,0.689
9,0.6908784818755256,0.889352871799469,0.6978
10,0.6608138434304132,0.8500491968154907,0.7106
11,0.6362055448108249,0.8553134602546691,0.7052
12,0.6102203203837077,0.863841662979126,0.7094
13,0.5885655501789517,0.8864817113876343,0.7136
14,0.5672437204678853,0.860448854637146,0.7088
15,0.5466901075257196,0.9082939291000366,0.7126
