epoch,train_loss,val_loss
1,0.6964671801257607,0.6969562479765108
2,0.693609402537609,0.6919812678110482
3,0.6934078567338569,0.690347684491979
4,0.6936856379308974,0.6872180942261573
5,0.6889626067995236,0.6742127850504205
6,0.6841258300061257,0.6610042895420943
7,0.674377295223556,0.6379591474438658
8,0.67020880189163,0.617160697974781
9,0.6592099412650725,0.6069560180796255
10,0.6447982453878879,0.6171753017028959
11,0.6392526534482607,0.555058747234911
12,0.6305718286411125,0.5531940684460177
13,0.6284292941588177,0.5281646794611865
14,0.6132698901178558,0.5084224685583965
15,0.6056309534487608,0.55609928027238
16,0.6015139795823339,0.509937052679534
17,0.5992617299225157,0.49663997168588164
18,0.5963565279579583,0.5139742428713506
19,0.5859154953598713,0.47452298957522554
20,0.57918393282964,0.4734877973499865
21,0.5733243857261624,0.46476548939648243
22,0.5797122090594394,0.49433218577120563
23,0.5680327151653256,0.46887676373566733
24,0.5650827582045633,0.49678510220924227
25,0.5657599293369857,0.4524278398787621
26,0.5647702303943255,0.44523269144615324
27,0.5588285934846133,0.4457689184363526
28,0.5574458904613723,0.4769441249346969
29,0.5599137549895061,0.4408693499494307
30,0.5568803542233987,0.455906612448173
31,0.553160412158924,0.4440839857158094
32,0.5539897081604593,0.43880644912766936
33,0.5529077839904011,0.44393880237447153
34,0.5491400103169035,0.4394820235153236
35,0.5503539346964417,0.44325143364396424
36,0.5508157906284922,0.42688351102394634
37,0.5482343516865577,0.4423295038171334
38,0.5568669629149616,0.43829619795969216
39,0.5512029371382648,0.4298487296788999
40,0.5481859861357059,0.43213709274140916
41,0.5514675319589526,0.43240719000891886
42,0.5450033586283131,0.44072664197128597
43,0.5472363605930842,0.4341821995111975
44,0.5453551431365361,0.4377414342200402
45,0.5427623833252104,0.46375589618588436
46,0.5420222219910317,0.44330918670880914
