epoch,train_loss,val_loss
1,0.6950123462550827,0.6901912358727785
2,0.6945535559638464,0.6900998117900131
3,0.6919909438987025,0.6842756808394252
4,0.6890427225085577,0.6727419047072383
5,0.6836421721693963,0.6578055850350031
6,0.6748798042700073,0.6502654121653868
7,0.6684400788215713,0.6289242570943171
8,0.6547788021451452,0.6427663446653007
9,0.6564175111981974,0.6041308783068515
10,0.6527453191093731,0.6241074316572435
11,0.6397541392730116,0.6124649897660359
12,0.6470150257550106,0.5893105244872594
13,0.6340886903177154,0.5648523657628806
14,0.6221683859299404,0.5566438678467628
15,0.6250374946730928,0.5529622459175563
16,0.6109895932897843,0.5435624287860228
17,0.6058501011744355,0.5332486847839734
18,0.59701842312776,0.5265837713043289
19,0.5965001913652136,0.5238591137498912
20,0.5866689032073058,0.5144393426356929
21,0.5832652159799158,0.5289755918011807
22,0.5888450803869746,0.5179110228425206
23,0.5777187502502475,0.515237557415915
24,0.5700773159750504,0.5031009481684996
25,0.5656876371477247,0.5012585621068973
26,0.5746642912367345,0.5060729449338252
27,0.5680919148298976,0.5058897710082555
28,0.5641190261798762,0.503579315572682
29,0.5647474616075955,0.5249003372570076
30,0.5585444665533442,0.5099858759653451
31,0.5588099386752506,0.5263086917376755
32,0.556044829982644,0.5365258455276489
33,0.5523005166022228,0.5381887224641176
34,0.5577818127030706,0.5529304235288413
35,0.5533627194764201,0.600804098171763
