epoch,train_loss,val_loss,val_accuracy
1,1.4620863109270732,1.1451046537399292,0.5814
2,1.0154892308129204,0.9333531931877136,0.6628
3,0.8111090422948202,0.8295000765800477,0.7154
4,0.6840756050321791,0.7696221804618836,0.731
5,0.590527673678928,0.7437170837402344,0.7458
6,0.5080580892509884,0.755250914478302,0.7562
7,0.44264831700325014,0.8258637048721313,0.74
8,0.3861460268285539,0.8177541820526123,0.7404
9,0.3335413130508529,0.871268377494812,0.7516
10,0.288963810549842,0.873964730834961,0.746
