epoch,train_loss,val_loss,val_accuracy
1,1.255081742360857,0.9935798427581787,0.6474
2,0.9299468088150025,0.9356160137176514,0.671
3,0.8010536185582479,0.8201479576110839,0.7208
4,0.7022631646898058,0.8060124391555786,0.7276
5,0.6287327770762974,0.8192526514053344,0.7212
6,0.5607106835789151,0.7928798366546631,0.7286
7,0.4937070744514465,0.7853684889793396,0.7392
8,0.43258426427841185,0.8392900648117065,0.7288
9,0.37688610400623745,0.8496480899810791,0.7354
10,0.3291167536298434,0.8819243008613586,0.7388
11,0.2915925165759193,0.932932352924347,0.7356
12,0.2469013064569897,0.9961928306579589,0.723
